state,county_name,office,district,candidate,magnitude,party,party_detailed
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,USA,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ELYA C. SWERDLOFF,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,BEN CARSON,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,BREONNA TAYLOR,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,BRYANT GIRON,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,PERCY ROSS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,COLIN POWELL,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ARTHUR EASON,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,"MICHAEL JACKSON, III",1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ACE WATKINS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,HUNTER WEIHENIG,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,JOHN THUNE,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ANDREW ZIEGELSTEIN,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,DAVE FELTON,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,SPONGEBOB SQUARE PANTS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ANTHONY GAIL,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,WILLIAM STEPHEN BELICHICK,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,SUZANNE BAVKAWI,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,BROCK PIERCE,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,BOB SCHIEFFER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ALEXUS WEBB,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,MICHAEL BLOOMBERS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,AERYS TARGARYEN,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,JESSE VENTURA,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,AHMAD AWAWDELT,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,SARAH ZUCKERMAN,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,AIDEN KUNZLE,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,SCOTT WALKER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,GLEN PRYOR,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,MICHAEL HUCKABEE,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,JILL STEIN,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,CHIEF KEEF,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,ANTHONY CRESCI,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,JADE SIMMONS - CLAUDELIAH ROER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,DYLIE DOLLAS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,TERRANCE MCFARLAND AND HARVEY RABBIT,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,AMERICA,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,OLD WHITE MOON,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,DEREK JETER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,OTHER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,DANIEL O. MORALES,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,LAMAR E. MILLER,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,LAVAR REYNOLDS,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,JELLO BIAFRA AND STZA CRACK,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,STEVE VONFRALIO,1,,
NEW JERSEY,PASSAIC,US PRESIDENT,FEDERAL,LEBRON JAMES,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,UNDERVOTE?,1,,undervote
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,CORY BOOKER,1,DEM,DEMOCRAT
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RIKIN (RIK) MEHTA,1,REP,REPUBLICAN
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DANIEL BURKE,1,NON,NON
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MADELYN R. HOFFMAN,1,GRN,GREEN
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,VERONICA FERNANDEZ,1,NON,NON
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,AMY THIELE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,EUGENE MCCROHAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,BERNIE SANDERS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ADAM SMITH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,EUGENE ANAGROS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ELIZABETH O'CALLAHAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,FERRAS NASSAR,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,HIRSCH SINGH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DR. SHIVA AYYADIRAI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,NATANEL DAVID,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ERIC J. POLICASTRO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,KEIRA MURPHY MARROTTE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOE BIDEN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,NO ONE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,LAWRENCE HAMM,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ARMUND NETHERLY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,NOUR AWAWDEH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ROBERT FITZGERALD,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DONNELL R. SHEARIN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,VICTOR SALAZAR,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,TIE CHINAPO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DWAYNE JOHNSON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,CHRIS CHRISTIE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DOUG HANSEN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ALEX KASPELONICZ,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,SPEEZ NUTSON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,EDWARD L. BLAKE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,TRICIA FLANAGAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JANTE BAGH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JESSICA WAUGAMAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,AMY LOVE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,R' YAAKOV BENDER,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DEBRA ANDRIANI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MIKIE SHERRILL,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,LEONID MOREGN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,GREGORY KING,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RICHARD B. VAIL,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,SHAQUILLE O'NEAL,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MARK C. CASTRO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JINXIE PEPPERSON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,"PATRICK H. RUNO, SR.",1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,"THOMAS KEAN, SR.",1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,REMY BRANCATO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,TAMARA BARSIK,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,SAMANTHA COZTRERAS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,HELEN ROSARIO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOE ROGAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,COL. MARTHA MCSALLY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RAMOND REDDIN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DEVORAH ISAACS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,TRISHA FLANAGAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,LUIS VERGARA,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DEVONAH ISAUIS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JIM ANZALDI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DAVE CHAPELLE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,STEPHANO CESPEDES,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RUDOLPH GIULIANI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MICHAEL OLIVO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOYCE E. MURPHY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,BAKER ASSAF,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DONALD DUCK,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,IDK,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,TAMMY DUCKWORTH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,"ROBERT A. LAPART, JR.",1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JEFFREY L. GOLD,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,DIANE L. STELMAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MARIAH CAREY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,"RAYMOND CRONK, JR.",1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOEL D. MATALON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ARYEN ZARGARI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JEFFREY SCHEFFER,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JESUS CHRIS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,OOG BRIAN REGAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RICK E. MERINO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,BORAT,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MOSHE Y. COOPERSMITH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JUSTIN TURNER,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ROBERT P. GEORGE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,ELDER CARMONA-SOSA,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MICHAEL ANTONUCCI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,THE POBBLEBOOKS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,KANYE WEST,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,KEITH BARRY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,VICTOR GUZMAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,WAYNE MILLER,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,RUTHY COSTILLO,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,USA,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOSEPH MURRAY,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,BRYANT GIRON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,"MICHAEL JACKSON, III",1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOE GILLIGAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MARTIN BRODEUR,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,BARRACK OBAMA,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JIM HOUIS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,SCOTT YOUNG,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,MIRA HECKMAN,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,EYAD RAMADON,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,STEPHEN NAKROSS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JESSE SUTTOR,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOHNNY RODRIGUEZ,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,YONGSON SACKS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,E. DAVID SMITH,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,JOHN MCAFEE,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,LAMAR E. MILLER,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,FORREST GUMP,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,LAVAR REYNOLDS,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,KERI GIANNOTTI,1,,
NEW JERSEY,PASSAIC,US SENATE,NEW JERSEY,HIRSH SINGH,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,UNDERVOTE?,1,,undervote
NEW JERSEY,PASSAIC,US HOUSE,005,JOSH GOTTHEIMER,1,DEM,DEMOCRAT
NEW JERSEY,PASSAIC,US HOUSE,005,FRANK T. PALLOTTA,1,REP,REPUBLICAN
NEW JERSEY,PASSAIC,US HOUSE,005,LOUIS A. VELLUCCI,1,NON,NON
NEW JERSEY,PASSAIC,US HOUSE,005,PAC MAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,EDWARD L. BLAKE,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,JESSICA WAUGAMAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,PAULA TEDESCO,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,RUSSELL HENDERSEN,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,JUSTIN MOONEY,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,MAX ROSE,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,RICHARD B. VAIL,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,MARK EISELE,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,ANTHONY J. FINALDI,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,JINXIE PEPPERSON,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,ARTIE LANG,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,VERMIN SUPREME,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,KEVIN DUNN,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,ARATI KREIBICH,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,JAKE BURKE,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,ROSEMARY BECCHI,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,MATT CHRISTMAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,BEAU FORTE,1,,
NEW JERSEY,PASSAIC,US HOUSE,005,SCOTT YOUNG,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,UNDERVOTE?,1,,undervote
NEW JERSEY,PASSAIC,US HOUSE,009,"BILL PASCRELL, JR.",1,DEM,DEMOCRAT
NEW JERSEY,PASSAIC,US HOUSE,009,BILLY PREMPEH,1,REP,REPUBLICAN
NEW JERSEY,PASSAIC,US HOUSE,009,CHRIS AURIEMMA,1,NON,NON
NEW JERSEY,PASSAIC,US HOUSE,009,MIKIE SHERRILL,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ROBERT CASTRONOVO,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ZINA SPEZAKIS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ALP BASARAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,PATRICIA RIVERA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,MARY K. GAESTEL,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,KEIRA MURPHY MARROTE,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,CHRISTOPHER CANNELLA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,GAIL ZAKUTINSKY,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,STEPHEN J. MOSS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ZINOVIA SPEZAKIS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,GITTY MARKOWITZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,YUSUF AWAWDEH,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,FREE MUMIA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,OMAR LEDESMA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,MAYRA DE LOS SANTOS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,VELMA D. HODGE,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,DONNELL R. SHEARIN,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,MARIA NUNEZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ABOUR RAKIB,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,MARINALLY TAVAREZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BERNIE SANDERS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ADAM SANDLER,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BILL MCCOY,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,JOHN DOE,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BRUCE WAYNE,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,NONE,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,JANTE BAGH,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ANTONIA ESPERANZA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ETHAN RUFFILO,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ADRIANA DOMINGUEZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ELVIS PINOS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,STEVE CINER,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ELISABETH DELLO BUORO,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,HUSNI DAGHASH,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,TAMARA BARSIK,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,TAMARA BARSIK,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,CARLOS ABREU,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,SETH ROGAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,WILLIAM GIBSON,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,KANAAN ABEDRABBO,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BAKER ASSAF,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,NANCY PELOSI,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,KANYE WEST,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,MADELYN R. HOFFMAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,JOEL D. MATALON,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BEN WINCELBERG,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,JESUS CHRIST,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ZINA SPETAKIS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,CARL A. SINGER,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,GERARD ABBOTT,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ADRIAN A. BETANCOURT,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,KANYE WEST,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,KISROEL HEIFETZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BRYANT GIRON,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,"MICHAEL JACKSON, III",1,,
NEW JERSEY,PASSAIC,US HOUSE,009,CLARKE JACKSON,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,GLEN PRYOR,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,DARRIN MILES,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,PATRICK DOREMUS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,EYAD RAMADON,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BRIAN HENRY,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,JONATHAN SACKS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,BOBBY SHMURDA,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,LAMAR E. MILLER,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,LAVAR REYNOLDS,1,,
NEW JERSEY,PASSAIC,US HOUSE,009,ALEXANDRIA OCASIO-CORTEZ,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,UNDERVOTE?,1,,undervote
NEW JERSEY,PASSAIC,US HOUSE,011,MIKIE SHERRILL,1,DEM,DEMOCRAT
NEW JERSEY,PASSAIC,US HOUSE,011,ROSEMARY BECCHI,1,REP,REPUBLICAN
NEW JERSEY,PASSAIC,US HOUSE,011,BARRY JENSEN,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,BERNIE SANDERS,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,DON KEATING,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,HARAMBE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,NO ONE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,FRANK HARRIS,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,NICOLE LARMER,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,DEBRA ANDRIANI,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,CARLA J. VOLPE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,KENJI T. DEMAREST,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,KANYE WEST,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,FLOYD VIVINO,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,HUEY NEWTON,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,GREGORY KING,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,DAVID WRIGHT,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,MOM,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,ROBERT ROE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,JOE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,ROSE ANN ANDERLE,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,JASON MUSHNICK,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,MICHAEL OLIVO,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,DONALD DUCK,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,CAITLIN LISTON,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,"ROBERT A. LAPART, JR.",1,,
NEW JERSEY,PASSAIC,US HOUSE,011,MARIAH CAREY,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,"RAYMOND CRONK, JR.",1,,
NEW JERSEY,PASSAIC,US HOUSE,011,CHUCK NORRIS,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,OOG BRIAN REGAN,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,RICK E. MERINO,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,RON PAUL,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,JIMMY BUTLER,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,ANTHONY SCUVY,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,JESSE SUTTOR,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,JAIME MORALES,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,SCOOBY DOO,1,,
NEW JERSEY,PASSAIC,US HOUSE,011,BORIS ZAYDEL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BILL HAMMONS,1,UPA,UPA
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SAL,SAL
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,CPN,CPN
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,ALI,ALI
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,AETWIITL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,CALVIN COOLIDGE GROVER CLEVELAND,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,KANYE WEST,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BERNIE SANDERS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,WU-TANG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,PETE BUTTIGIEG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,GENERAL IRVING HALTER,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NIKKI HALEY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ROBERT E. REILLY,1,,
